x,y,z,string,dom
-256.1400146484375,-521.0800170898438,-303.95001220703125,1,48
-256.1400146484375,-521.0800170898438,-320.9700012207031,1,49
-256.1400146484375,-521.0800170898438,-337.989990234375,1,50
-256.1400146484375,-521.0800170898438,-355.010009765625,1,51
-256.1400146484375,-521.0800170898438,-372.0299987792969,1,52
-256.1400146484375,-521.0800170898438,-389.04998779296875,1,53
-256.1400146484375,-521.0800170898438,-406.07000732421875,1,54
-256.1400146484375,-521.0800170898438,-423.0899963378906,1,55
-256.1400146484375,-521.0800170898438,-440.1099853515625,1,56
-256.1400146484375,-521.0800170898438,-457.1300048828125,1,57
-256.1400146484375,-521.0800170898438,-474.1499938964844,1,58
-256.1400146484375,-521.0800170898438,-491.1700134277344,1,59
-256.1400146484375,-521.0800170898438,-504.3999938964844,1,60
-132.8000030517578,-501.45001220703125,500.07000732421875,2,1
-132.8000030517578,-501.45001220703125,483.04998779296875,2,2
-132.8000030517578,-501.45001220703125,466.0299987792969,2,3
-132.8000030517578,-501.45001220703125,449.010009765625,2,4
-132.8000030517578,-501.45001220703125,431.989990234375,2,5
-132.8000030517578,-501.45001220703125,414.9700012207031,2,6
-132.8000030517578,-501.45001220703125,397.95001220703125,2,7
-132.8000030517578,-501.45001220703125,380.92999267578125,2,8
-132.8000030517578,-501.45001220703125,363.9100036621094,2,9
-132.8000030517578,-501.45001220703125,346.8900146484375,2,10
-132.8000030517578,-501.45001220703125,329.8699951171875,2,11
-132.8000030517578,-501.45001220703125,312.8500061035156,2,12
-132.8000030517578,-501.45001220703125,295.8299865722656,2,13
-132.8000030517578,-501.45001220703125,278.79998779296875,2,14
-132.8000030517578,-501.45001220703125,261.7799987792969,2,15
-132.8000030517578,-501.45001220703125,244.75999450683594,2,16
-132.8000030517578,-501.45001220703125,227.74000549316406,2,17
-132.8000030517578,-501.45001220703125,210.72000122070312,2,18
-132.8000030517578,-501.45001220703125,193.6999969482422,2,19
-132.8000030517578,-501.45001220703125,176.67999267578125,2,20
-132.8000030517578,-501.45001220703125,159.66000366210938,2,21
-132.8000030517578,-501.45001220703125,142.63999938964844,2,22
-132.8000030517578,-501.45001220703125,125.62000274658203,2,23
-132.8000030517578,-501.45001220703125,108.5999984741211,2,24
-132.8000030517578,-501.45001220703125,91.58000183105469,2,25
-132.8000030517578,-501.45001220703125,74.55999755859375,2,26
-132.8000030517578,-501.45001220703125,57.540000915527344,2,27
-132.8000030517578,-501.45001220703125,40.5099983215332,2,28
-132.8000030517578,-501.45001220703125,23.489999771118164,2,29
-132.8000030517578,-501.45001220703125,6.46999979019165,2,30
-132.8000030517578,-501.45001220703125,-10.550000190734863,2,31
-132.8000030517578,-501.45001220703125,-27.56999969482422,2,32
-132.8000030517578,-501.45001220703125,-44.59000015258789,2,33
-132.8000030517578,-501.45001220703125,-61.61000061035156,2,34
-132.8000030517578,-501.45001220703125,-78.62999725341797,2,35
-132.8000030517578,-501.45001220703125,-95.6500015258789,2,36
-132.8000030517578,-501.45001220703125,-112.66999816894531,2,37
-132.8000030517578,-501.45001220703125,-129.69000244140625,2,38
-132.8000030517578,-501.45001220703125,-146.7100067138672,2,39
-132.8000030517578,-501.45001220703125,-163.72999572753906,2,40
-132.8000030517578,-501.45001220703125,-180.75999450683594,2,41
-132.8000030517578,-501.45001220703125,-197.77999877929688,2,42
-132.8000030517578,-501.45001220703125,-214.8000030517578,2,43
-132.8000030517578,-501.45001220703125,-231.82000732421875,2,44
-132.8000030517578,-501.45001220703125,-248.83999633789062,2,45
-132.8000030517578,-501.45001220703125,-265.8599853515625,2,46
-132.8000030517578,-501.45001220703125,-282.8800048828125,2,47
-132.8000030517578,-501.45001220703125,-299.8999938964844,2,48
-132.8000030517578,-501.45001220703125,-316.9200134277344,2,49
-132.8000030517578,-501.45001220703125,-333.94000244140625,2,50
-132.8000030517578,-501.45001220703125,-350.9599914550781,2,51
-132.8000030517578,-501.45001220703125,-367.9800109863281,2,52
-132.8000030517578,-501.45001220703125,-385.0,2,53
-132.8000030517578,-501.45001220703125,-402.0299987792969,2,54
-132.8000030517578,-501.45001220703125,-419.04998779296875,2,55
-132.8000030517578,-501.45001220703125,-436.07000732421875,2,56
-132.8000030517578,-501.45001220703125,-453.0899963378906,2,57
-132.8000030517578,-501.45001220703125,-470.1099853515625,2,58
-132.8000030517578,-501.45001220703125,-487.1300048828125,2,59
-132.8000030517578,-501.45001220703125,-504.1499938964844,2,60
-9.130000114440918,-481.739990234375,499.2300109863281,3,1
-9.130000114440918,-481.739990234375,482.2099914550781,3,2
-9.130000114440918,-481.739990234375,465.19000244140625,3,3
-9.130000114440918,-481.739990234375,448.1700134277344,3,4
-9.130000114440918,-481.739990234375,431.1499938964844,3,5
-9.130000114440918,-481.739990234375,414.1300048828125,3,6
-9.130000114440918,-481.739990234375,397.1099853515625,3,7
-9.130000114440918,-481.739990234375,380.0899963378906,3,8
-9.130000114440918,-481.739990234375,363.07000732421875,3,9
-9.130000114440918,-481.739990234375,346.04998779296875,3,10
-9.130000114440918,-481.739990234375,329.0299987792969,3,11
-9.130000114440918,-481.739990234375,312.010009765625,3,12
-9.130000114440918,-481.739990234375,294.989990234375,3,13
-9.130000114440918,-481.739990234375,277.9599914550781,3,14
-9.130000114440918,-481.739990234375,260.94000244140625,3,15
-9.130000114440918,-481.739990234375,243.9199981689453,3,16
-9.130000114440918,-481.739990234375,226.89999389648438,3,17
-9.130000114440918,-481.739990234375,209.8800048828125,3,18
-9.130000114440918,-481.739990234375,192.86000061035156,3,19
-9.130000114440918,-481.739990234375,175.83999633789062,3,20
-9.130000114440918,-481.739990234375,158.82000732421875,3,21
-9.130000114440918,-481.739990234375,141.8000030517578,3,22
-9.130000114440918,-481.739990234375,124.77999877929688,3,23
-9.130000114440918,-481.739990234375,107.76000213623047,3,24
-9.130000114440918,-481.739990234375,90.73999786376953,3,25
-9.130000114440918,-481.739990234375,73.72000122070312,3,26
-9.130000114440918,-481.739990234375,56.70000076293945,3,27
-9.130000114440918,-481.739990234375,39.66999816894531,3,28
-9.130000114440918,-481.739990234375,22.649999618530273,3,29
-9.130000114440918,-481.739990234375,5.630000114440918,3,30
-9.130000114440918,-481.739990234375,-11.390000343322754,3,31
-9.130000114440918,-481.739990234375,-28.40999984741211,3,32
-9.130000114440918,-481.739990234375,-45.43000030517578,3,33
-9.130000114440918,-481.739990234375,-62.45000076293945,3,34
-9.130000114440918,-481.739990234375,-79.47000122070312,3,35
-9.130000114440918,-481.739990234375,-96.48999786376953,3,36
-9.130000114440918,-481.739990234375,-113.51000213623047,3,37
-9.130000114440918,-481.739990234375,-130.52999877929688,3,38
-9.130000114440918,-481.739990234375,-147.5500030517578,3,39
-9.130000114440918,-481.739990234375,-164.57000732421875,3,40
-9.130000114440918,-481.739990234375,-181.60000610351562,3,41
-9.130000114440918,-481.739990234375,-198.6199951171875,3,42
-9.130000114440918,-481.739990234375,-215.63999938964844,3,43
-9.130000114440918,-481.739990234375,-232.66000366210938,3,44
-9.130000114440918,-481.739990234375,-249.67999267578125,3,45
-9.130000114440918,-481.739990234375,-266.70001220703125,3,46
-9.130000114440918,-481.739990234375,-283.7200012207031,3,47
-9.130000114440918,-481.739990234375,-300.739990234375,3,48
-9.130000114440918,-481.739990234375,-317.760009765625,3,49
-9.130000114440918,-481.739990234375,-334.7799987792969,3,50
-9.130000114440918,-481.739990234375,-351.79998779296875,3,51
-9.130000114440918,-481.739990234375,-368.82000732421875,3,52
-9.130000114440918,-481.739990234375,-385.8399963378906,3,53
-9.130000114440918,-481.739990234375,-402.8699951171875,3,54
-9.130000114440918,-481.739990234375,-419.8900146484375,3,55
-9.130000114440918,-481.739990234375,-436.9100036621094,3,56
-9.130000114440918,-481.739990234375,-453.92999267578125,3,57
-9.130000114440918,-481.739990234375,-470.95001220703125,3,58
-9.130000114440918,-481.739990234375,-487.9700012207031,3,59
-9.130000114440918,-481.739990234375,-504.989990234375,3,60
114.38999938964844,-461.989990234375,498.6600036621094,4,1
114.38999938964844,-461.989990234375,481.6400146484375,4,2
114.38999938964844,-461.989990234375,464.6199951171875,4,3
114.38999938964844,-461.989990234375,447.6000061035156,4,4
114.38999938964844,-461.989990234375,430.5799865722656,4,5
114.38999938964844,-461.989990234375,413.55999755859375,4,6
114.38999938964844,-461.989990234375,396.5400085449219,4,7
114.38999938964844,-461.989990234375,379.5199890136719,4,8
114.38999938964844,-461.989990234375,362.5,4,9
114.38999938964844,-461.989990234375,345.4800109863281,4,10
114.38999938964844,-461.989990234375,328.4599914550781,4,11
114.38999938964844,-461.989990234375,311.44000244140625,4,12
114.38999938964844,-461.989990234375,294.4200134277344,4,13
114.38999938964844,-461.989990234375,277.3900146484375,4,14
114.38999938964844,-461.989990234375,260.3699951171875,4,15
114.38999938964844,-461.989990234375,243.35000610351562,4,16
114.38999938964844,-461.989990234375,226.3300018310547,4,17
114.38999938964844,-461.989990234375,209.30999755859375,4,18
114.38999938964844,-461.989990234375,192.2899932861328,4,19
114.38999938964844,-461.989990234375,175.27000427246094,4,20
114.38999938964844,-461.989990234375,158.25,4,21
114.38999938964844,-461.989990234375,141.22999572753906,4,22
114.38999938964844,-461.989990234375,124.20999908447266,4,23
114.38999938964844,-461.989990234375,107.19000244140625,4,24
114.38999938964844,-461.989990234375,90.16999816894531,4,25
114.38999938964844,-461.989990234375,73.1500015258789,4,26
114.38999938964844,-461.989990234375,56.130001068115234,4,27
114.38999938964844,-461.989990234375,39.099998474121094,4,28
114.38999938964844,-461.989990234375,22.079999923706055,4,29
114.38999938964844,-461.989990234375,5.059999942779541,4,30
114.38999938964844,-461.989990234375,-11.960000038146973,4,31
114.38999938964844,-461.989990234375,-28.979999542236328,4,32
114.38999938964844,-461.989990234375,-46.0,4,33
114.38999938964844,-461.989990234375,-63.02000045776367,4,34
114.38999938964844,-461.989990234375,-80.04000091552734,4,35
114.38999938964844,-461.989990234375,-97.05999755859375,4,36
114.38999938964844,-461.989990234375,-114.08000183105469,4,37
114.38999938964844,-461.989990234375,-131.10000610351562,4,38
114.38999938964844,-461.989990234375,-148.1199951171875,4,39
114.38999938964844,-461.989990234375,-165.13999938964844,4,40
114.38999938964844,-461.989990234375,-182.1699981689453,4,41
114.38999938964844,-461.989990234375,-199.19000244140625,4,42
114.38999938964844,-461.989990234375,-216.2100067138672,4,43
114.38999938964844,-461.989990234375,-233.22999572753906,4,44
114.38999938964844,-461.989990234375,-250.25,4,45
114.38999938964844,-461.989990234375,-267.2699890136719,4,46
114.38999938964844,-461.989990234375,-284.2900085449219,4,47
114.38999938964844,-461.989990234375,-301.30999755859375,4,48
114.38999938964844,-461.989990234375,-318.3299865722656,4,49
114.38999938964844,-461.989990234375,-335.3500061035156,4,50
114.38999938964844,-461.989990234375,-352.3699951171875,4,51
114.38999938964844,-461.989990234375,-369.3900146484375,4,52
114.38999938964844,-461.989990234375,-386.4100036621094,4,53
114.38999938964844,-461.989990234375,-403.44000244140625,4,54
114.38999938964844,-461.989990234375,-420.4599914550781,4,55
114.38999938964844,-461.989990234375,-437.4800109863281,4,56
114.38999938964844,-461.989990234375,-454.5,4,57
114.38999938964844,-461.989990234375,-471.5199890136719,4,58
114.38999938964844,-461.989990234375,-488.5400085449219,4,59
114.38999938964844,-461.989990234375,-505.55999755859375,4,60
237.77999877929688,-442.4200134277344,501.4599914550781,5,1
237.77999877929688,-442.4200134277344,484.44000244140625,5,2
237.77999877929688,-442.4200134277344,467.4200134277344,5,3
237.77999877929688,-442.4200134277344,450.3999938964844,5,4
237.77999877929688,-442.4200134277344,433.3800048828125,5,5
237.77999877929688,-442.4200134277344,416.3599853515625,5,6
237.77999877929688,-442.4200134277344,399.3399963378906,5,7
237.77999877929688,-442.4200134277344,382.32000732421875,5,8
237.77999877929688,-442.4200134277344,365.29998779296875,5,9
237.77999877929688,-442.4200134277344,348.2799987792969,5,10
237.77999877929688,-442.4200134277344,331.260009765625,5,11
237.77999877929688,-442.4200134277344,314.239990234375,5,12
237.77999877929688,-442.4200134277344,297.2200012207031,5,13
237.77999877929688,-442.4200134277344,280.19000244140625,5,14
237.77999877929688,-442.4200134277344,263.1700134277344,5,15
237.77999877929688,-442.4200134277344,246.14999389648438,5,16
237.77999877929688,-442.4200134277344,229.1300048828125,5,17
237.77999877929688,-442.4200134277344,212.11000061035156,5,18
237.77999877929688,-442.4200134277344,195.08999633789062,5,19
237.77999877929688,-442.4200134277344,178.07000732421875,5,20
237.77999877929688,-442.4200134277344,161.0500030517578,5,21
237.77999877929688,-442.4200134277344,144.02999877929688,5,22
237.77999877929688,-442.4200134277344,127.01000213623047,5,23
237.77999877929688,-442.4200134277344,109.98999786376953,5,24
237.77999877929688,-442.4200134277344,92.97000122070312,5,25
237.77999877929688,-442.4200134277344,75.94999694824219,5,26
237.77999877929688,-442.4200134277344,58.93000030517578,5,27
237.77999877929688,-442.4200134277344,41.900001525878906,5,28
237.77999877929688,-442.4200134277344,24.8799991607666,5,29
237.77999877929688,-442.4200134277344,7.860000133514404,5,30
237.77999877929688,-442.4200134277344,-9.15999984741211,5,31
237.77999877929688,-442.4200134277344,-26.18000030517578,5,32
237.77999877929688,-442.4200134277344,-43.20000076293945,5,33
237.77999877929688,-442.4200134277344,-60.220001220703125,5,34
237.77999877929688,-442.4200134277344,-77.23999786376953,5,35
237.77999877929688,-442.4200134277344,-94.26000213623047,5,36
237.77999877929688,-442.4200134277344,-111.27999877929688,5,37
237.77999877929688,-442.4200134277344,-128.3000030517578,5,38
237.77999877929688,-442.4200134277344,-145.32000732421875,5,39
237.77999877929688,-442.4200134277344,-162.33999633789062,5,40
237.77999877929688,-442.4200134277344,-179.3699951171875,5,41
237.77999877929688,-442.4200134277344,-196.38999938964844,5,42
237.77999877929688,-442.4200134277344,-213.41000366210938,5,43
237.77999877929688,-442.4200134277344,-230.42999267578125,5,44
237.77999877929688,-442.4200134277344,-247.4499969482422,5,45
237.77999877929688,-442.4200134277344,-264.4700012207031,5,46
237.77999877929688,-442.4200134277344,-281.489990234375,5,47
237.77999877929688,-442.4200134277344,-298.510009765625,5,48
237.77999877929688,-442.4200134277344,-315.5299987792969,5,49
237.77999877929688,-442.4200134277344,-332.54998779296875,5,50
237.77999877929688,-442.4200134277344,-349.57000732421875,5,51
237.77999877929688,-442.4200134277344,-366.5899963378906,5,52
237.77999877929688,-442.4200134277344,-383.6099853515625,5,53
237.77999877929688,-442.4200134277344,-400.6400146484375,5,54
237.77999877929688,-442.4200134277344,-417.6600036621094,5,55
237.77999877929688,-442.4200134277344,-434.67999267578125,5,56
237.77999877929688,-442.4200134277344,-451.70001220703125,5,57
237.77999877929688,-442.4200134277344,-468.7200012207031,5,58
237.77999877929688,-442.4200134277344,-485.739990234375,5,59
237.77999877929688,-442.4200134277344,-502.760009765625,5,60
361.0,-422.8299865722656,499.510009765625,6,1
361.0,-422.8299865722656,482.489990234375,6,2
361.0,-422.8299865722656,465.4700012207031,6,3
361.0,-422.8299865722656,448.45001220703125,6,4
361.0,-422.8299865722656,431.42999267578125,6,5
361.0,-422.8299865722656,414.4100036621094,6,6
361.0,-422.8299865722656,397.3900146484375,6,7
361.0,-422.8299865722656,380.3699951171875,6,8
361.0,-422.8299865722656,363.3500061035156,6,9
361.0,-422.8299865722656,346.3299865722656,6,10
361.0,-422.8299865722656,329.30999755859375,6,11
361.0,-422.8299865722656,312.2900085449219,6,12
361.0,-422.8299865722656,295.2699890136719,6,13
361.0,-422.8299865722656,278.239990234375,6,14
361.0,-422.8299865722656,261.2200012207031,6,15
361.0,-422.8299865722656,244.1999969482422,6,16
361.0,-422.8299865722656,227.17999267578125,6,17
361.0,-422.8299865722656,210.16000366210938,6,18
361.0,-422.8299865722656,193.13999938964844,6,19
361.0,-422.8299865722656,176.1199951171875,6,20
361.0,-422.8299865722656,159.10000610351562,6,21
361.0,-422.8299865722656,142.0800018310547,6,22
361.0,-422.8299865722656,125.05999755859375,6,23
361.0,-422.8299865722656,108.04000091552734,6,24
361.0,-422.8299865722656,91.0199966430664,6,25
361.0,-422.8299865722656,74.0,6,26
361.0,-422.8299865722656,56.97999954223633,6,27
361.0,-422.8299865722656,39.95000076293945,6,28
361.0,-422.8299865722656,22.93000030517578,6,29
361.0,-422.8299865722656,5.909999847412109,6,30
361.0,-422.8299865722656,-11.109999656677246,6,31
361.0,-422.8299865722656,-28.1299991607666,6,32
361.0,-422.8299865722656,-45.150001525878906,6,33
361.0,-422.8299865722656,-62.16999816894531,6,34
361.0,-422.8299865722656,-79.19000244140625,6,35
361.0,-422.8299865722656,-96.20999908447266,6,36
361.0,-422.8299865722656,-113.2300033569336,6,37
361.0,-422.8299865722656,-130.25,6,38
361.0,-422.8299865722656,-147.27000427246094,6,39
361.0,-422.8299865722656,-164.2899932861328,6,40
361.0,-422.8299865722656,-181.32000732421875,6,41
361.0,-422.8299865722656,-198.33999633789062,6,42
361.0,-422.8299865722656,-215.36000061035156,6,43
361.0,-422.8299865722656,-232.3800048828125,6,44
361.0,-422.8299865722656,-249.39999389648438,6,45
361.0,-422.8299865722656,-266.4200134277344,6,46
361.0,-422.8299865722656,-283.44000244140625,6,47
361.0,-422.8299865722656,-300.4599914550781,6,48
361.0,-422.8299865722656,-317.4800109863281,6,49
361.0,-422.8299865722656,-334.5,6,50
361.0,-422.8299865722656,-351.5199890136719,6,51
361.0,-422.8299865722656,-368.5400085449219,6,52
361.0,-422.8299865722656,-385.55999755859375,6,53
361.0,-422.8299865722656,-402.5899963378906,6,54
361.0,-422.8299865722656,-419.6099853515625,6,55
361.0,-422.8299865722656,-436.6300048828125,6,56
361.0,-422.8299865722656,-453.6499938964844,6,57
361.0,-422.8299865722656,-470.6700134277344,6,58
361.0,-422.8299865722656,-487.69000244140625,6,59
361.0,-422.8299865722656,-504.7099914550781,6,60
-334.79998779296875,-424.5,500.5899963378906,7,1
-334.79998779296875,-424.5,483.57000732421875,7,2
-334.79998779296875,-424.5,466.54998779296875,7,3
-334.79998779296875,-424.5,449.5299987792969,7,4
-334.79998779296875,-424.5,432.510009765625,7,5
-334.79998779296875,-424.5,415.489990234375,7,6
-334.79998779296875,-424.5,398.4700012207031,7,7
-334.79998779296875,-424.5,381.45001220703125,7,8
-334.79998779296875,-424.5,364.42999267578125,7,9
-334.79998779296875,-424.5,347.4100036621094,7,10
-334.79998779296875,-424.5,330.3900146484375,7,11
-334.79998779296875,-424.5,313.3699951171875,7,12
-334.79998779296875,-424.5,296.3500061035156,7,13
-334.79998779296875,-424.5,279.32000732421875,7,14
-334.79998779296875,-424.5,262.29998779296875,7,15
-334.79998779296875,-424.5,245.27999877929688,7,16
-334.79998779296875,-424.5,228.25999450683594,7,17
-334.79998779296875,-424.5,211.24000549316406,7,18
-334.79998779296875,-424.5,194.22000122070312,7,19
-334.79998779296875,-424.5,177.1999969482422,7,20
-334.79998779296875,-424.5,160.17999267578125,7,21
-334.79998779296875,-424.5,143.16000366210938,7,22
-334.79998779296875,-424.5,126.13999938964844,7,23
-334.79998779296875,-424.5,109.12000274658203,7,24
-334.79998779296875,-424.5,92.0999984741211,7,25
-334.79998779296875,-424.5,75.08000183105469,7,26
-334.79998779296875,-424.5,58.060001373291016,7,27
-334.79998779296875,-424.5,41.029998779296875,7,28
-334.79998779296875,-424.5,24.010000228881836,7,29
-334.79998779296875,-424.5,6.989999771118164,7,30
-334.79998779296875,-424.5,-10.029999732971191,7,31
-334.79998779296875,-424.5,-27.049999237060547,7,32
-334.79998779296875,-424.5,-44.06999969482422,7,33
-334.79998779296875,-424.5,-61.09000015258789,7,34
-334.79998779296875,-424.5,-78.11000061035156,7,35
-334.79998779296875,-424.5,-95.12999725341797,7,36
-334.79998779296875,-424.5,-112.1500015258789,7,37
-334.79998779296875,-424.5,-129.1699981689453,7,38
-334.79998779296875,-424.5,-146.19000244140625,7,39
-334.79998779296875,-424.5,-163.2100067138672,7,40
-334.79998779296875,-424.5,-180.24000549316406,7,41
-334.79998779296875,-424.5,-197.25999450683594,7,42
-334.79998779296875,-424.5,-214.27999877929688,7,43
-334.79998779296875,-424.5,-231.3000030517578,7,44
-334.79998779296875,-424.5,-248.32000732421875,7,45
-334.79998779296875,-424.5,-265.3399963378906,7,46
-334.79998779296875,-424.5,-282.3599853515625,7,47
-334.79998779296875,-424.5,-299.3800048828125,7,48
-334.79998779296875,-424.5,-316.3999938964844,7,49
-334.79998779296875,-424.5,-333.4200134277344,7,50
-334.79998779296875,-424.5,-350.44000244140625,7,51
-334.79998779296875,-424.5,-367.4599914550781,7,52
-334.79998779296875,-424.5,-384.4800109863281,7,53
-334.79998779296875,-424.5,-401.510009765625,7,54
-334.79998779296875,-424.5,-418.5299987792969,7,55
-334.79998779296875,-424.5,-435.54998779296875,7,56
-334.79998779296875,-424.5,-452.57000732421875,7,57
-334.79998779296875,-424.5,-469.5899963378906,7,58
-334.79998779296875,-424.5,-486.6099853515625,7,59
-334.79998779296875,-424.5,-503.6300048828125,7,60
-211.35000610351562,-404.4800109863281,498.6300048828125,8,1
-211.35000610351562,-404.4800109863281,481.6099853515625,8,2
-211.35000610351562,-404.4800109863281,464.5899963378906,8,3
-211.35000610351562,-404.4800109863281,447.55999755859375,8,4
-211.35000610351562,-404.4800109863281,430.5400085449219,8,5
-211.35000610351562,-404.4800109863281,413.5199890136719,8,6
-211.35000610351562,-404.4800109863281,396.5,8,7
-211.35000610351562,-404.4800109863281,379.4800109863281,8,8
-211.35000610351562,-404.4800109863281,362.4599914550781,8,9
-211.35000610351562,-404.4800109863281,345.44000244140625,8,10
-211.35000610351562,-404.4800109863281,328.4200134277344,8,11
-211.35000610351562,-404.4800109863281,311.3999938964844,8,12
-211.35000610351562,-404.4800109863281,294.3800048828125,8,13
-211.35000610351562,-404.4800109863281,277.3599853515625,8,14
-211.35000610351562,-404.4800109863281,260.3399963378906,8,15
-211.35000610351562,-404.4800109863281,243.32000732421875,8,16
-211.35000610351562,-404.4800109863281,226.2899932861328,8,17
-211.35000610351562,-404.4800109863281,209.27000427246094,8,18
-211.35000610351562,-404.4800109863281,192.25,8,19
-211.35000610351562,-404.4800109863281,175.22999572753906,8,20
-211.35000610351562,-404.4800109863281,158.2100067138672,8,21
-211.35000610351562,-404.4800109863281,141.19000244140625,8,22
-211.35000610351562,-404.4800109863281,124.16999816894531,8,23
-211.35000610351562,-404.4800109863281,107.1500015258789,8,24
-211.35000610351562,-404.4800109863281,90.12999725341797,8,25
-211.35000610351562,-404.4800109863281,73.11000061035156,8,26
-211.35000610351562,-404.4800109863281,56.09000015258789,8,27
-211.35000610351562,-404.4800109863281,39.06999969482422,8,28
-211.35000610351562,-404.4800109863281,22.049999237060547,8,29
-211.35000610351562,-404.4800109863281,5.019999980926514,8,30
-211.35000610351562,-404.4800109863281,-12.0,8,31
-211.35000610351562,-404.4800109863281,-29.020000457763672,8,32
-211.35000610351562,-404.4800109863281,-46.040000915527344,8,33
-211.35000610351562,-404.4800109863281,-63.060001373291016,8,34
-211.35000610351562,-404.4800109863281,-80.08000183105469,8,35
-211.35000610351562,-404.4800109863281,-97.0999984741211,8,36
-211.35000610351562,-404.4800109863281,-114.12000274658203,8,37
-211.35000610351562,-404.4800109863281,-131.13999938964844,8,38
-211.35000610351562,-404.4800109863281,-148.16000366210938,8,39
-211.35000610351562,-404.4800109863281,-165.17999267578125,8,40
-211.35000610351562,-404.4800109863281,-182.1999969482422,8,41
-211.35000610351562,-404.4800109863281,-199.22000122070312,8,42
-211.35000610351562,-404.4800109863281,-216.24000549316406,8,43
-211.35000610351562,-404.4800109863281,-233.27000427246094,8,44
-211.35000610351562,-404.4800109863281,-250.2899932861328,8,45
-211.35000610351562,-404.4800109863281,-267.30999755859375,8,46
-211.35000610351562,-404.4800109863281,-284.3299865722656,8,47
-211.35000610351562,-404.4800109863281,-301.3500061035156,8,48
-211.35000610351562,-404.4800109863281,-318.3699951171875,8,49
-211.35000610351562,-404.4800109863281,-335.3900146484375,8,50
-211.35000610351562,-404.4800109863281,-352.4100036621094,8,51
-211.35000610351562,-404.4800109863281,-369.42999267578125,8,52
-211.35000610351562,-404.4800109863281,-386.45001220703125,8,53
-211.35000610351562,-404.4800109863281,-403.4700012207031,8,54
-211.35000610351562,-404.4800109863281,-420.489990234375,8,55
-211.35000610351562,-404.4800109863281,-437.510009765625,8,56
-211.35000610351562,-404.4800109863281,-454.5400085449219,8,57
-211.35000610351562,-404.4800109863281,-471.55999755859375,8,58
-211.35000610351562,-404.4800109863281,-490.3800048828125,8,59
-211.35000610351562,-404.4800109863281,-507.3999938964844,8,60
-88.05000305175781,-384.29998779296875,500.0199890136719,9,1
-88.05000305175781,-384.29998779296875,482.989990234375,9,2
-88.05000305175781,-384.29998779296875,465.9700012207031,9,3
-88.05000305175781,-384.29998779296875,448.95001220703125,9,4
-88.05000305175781,-384.29998779296875,431.92999267578125,9,5
-88.05000305175781,-384.29998779296875,414.9100036621094,9,6
